,r,g,flr,bra,cropandpad
0,0.4922666666666667,0.34346666666666664,0.46613333333333334,0.4228,0.5101333333333333
1,0.5069333333333333,0.35706666666666664,0.4713333333333333,0.44493333333333335,0.5238666666666667
2,0.5018666666666667,0.36186666666666667,0.4716,0.44306666666666666,0.5422666666666667
3,0.5069333333333333,0.36386666666666667,0.47253333333333336,0.446,0.5494666666666667
4,0.5068,0.3685333333333333,0.47226666666666667,0.4498666666666667,0.5516
